transaction_id,amount,payment_method,bank_response_code,network_latency_ms,fraud_score,prior_failed_attempts_24h,customer_tenure_days,account_balance_signal,hour_of_day,is_recurring_subscription,true_failure_cause
TXN105060,5526.36,upi,63,142.4,0.852,1,113,0.854,2,1,fraud_false_positive
TXN105061,473.92,debit_card,91,291.2,0.062,0,192,0.692,3,0,bank_timeout
TXN105062,2412.92,debit_card,51,135.9,0.175,1,716,0.041,7,0,insufficient_funds
TXN105063,1343.18,credit_card,91,390.6,0.148,0,412,0.612,9,0,bank_timeout
TXN105064,1663.48,netbanking,96,604.2,0.248,0,216,0.296,11,0,network_error
TXN105065,958.34,credit_card,21,778.2,0.058,0,760,0.478,0,1,network_error
TXN105066,6347.2,netbanking,51,165.0,0.336,2,76,0.147,9,0,insufficient_funds
TXN105067,2451.36,debit_card,96,831.7,0.365,1,36,0.428,6,0,network_error
TXN105068,2864.73,credit_card,51,91.5,0.238,0,1205,0.14,17,1,insufficient_funds
TXN105069,1245.98,credit_card,91,303.1,0.302,1,1055,0.632,16,0,bank_timeout
TXN105070,803.97,wallet,59,223.3,0.613,1,702,0.914,0,0,fraud_false_positive
TXN105071,3658.7,credit_card,96,356.8,0.379,0,456,0.7,20,0,bank_timeout
TXN105072,1827.48,debit_card,5,122.8,0.748,0,519,0.752,12,0,fraud_false_positive
TXN105073,7254.58,upi,59,238.6,0.41,1,277,0.441,5,1,fraud_false_positive
TXN105074,1645.52,credit_card,21,682.3,0.119,0,642,0.399,13,0,network_error
TXN105075,3072.17,upi,51,192.2,0.238,1,40,0.338,0,1,insufficient_funds
TXN105076,1209.51,debit_card,51,258.1,0.238,2,1056,0.153,0,0,insufficient_funds
TXN105077,5406.53,netbanking,5,826.7,0.033,0,272,0.78,14,0,network_error
TXN105078,4244.17,credit_card,51,194.0,0.271,1,793,0.239,1,0,insufficient_funds
TXN105079,9189.14,netbanking,59,162.1,0.689,1,1510,0.81,6,1,fraud_false_positive
TXN105080,2579.89,upi,65,118.7,0.189,2,240,0.093,23,0,insufficient_funds
TXN105081,165.33,upi,59,168.1,0.859,0,920,0.768,4,0,fraud_false_positive
TXN105082,2398.57,upi,61,167.3,0.085,0,581,0.064,9,0,insufficient_funds
TXN105083,2511.61,netbanking,96,622.3,0.216,0,1451,0.722,3,0,network_error
TXN105084,481.01,debit_card,51,156.3,0.135,1,333,0.324,15,0,insufficient_funds
TXN105085,943.8,upi,96,323.2,0.118,0,413,0.792,5,0,bank_timeout
TXN105086,3708.72,upi,51,230.4,0.15,1,124,0.317,15,1,insufficient_funds
TXN105087,1885.98,credit_card,91,335.0,0.176,1,426,0.416,8,0,bank_timeout
TXN105088,4873.41,netbanking,51,175.5,0.167,1,319,0.138,15,0,insufficient_funds
TXN105089,3899.65,credit_card,51,158.2,0.16,3,230,0.124,20,0,insufficient_funds
TXN105090,1020.8,upi,65,204.3,0.044,1,321,0.239,19,0,insufficient_funds
TXN105091,882.08,debit_card,51,45.6,0.068,2,112,0.172,16,0,insufficient_funds
TXN105092,1731.98,upi,91,266.5,0.101,0,1019,0.621,5,1,bank_timeout
TXN105093,518.26,debit_card,96,348.3,0.227,1,244,0.747,3,0,bank_timeout
TXN105094,2794.25,netbanking,51,122.0,0.307,0,181,0.289,14,1,insufficient_funds
TXN105095,4304.13,debit_card,59,132.2,0.734,1,19,0.375,23,1,fraud_false_positive
TXN105096,6365.61,netbanking,5,135.4,0.855,0,767,0.522,0,0,fraud_false_positive
TXN105097,6816.25,upi,61,245.5,0.124,2,103,0.45,14,0,insufficient_funds
TXN105098,3633.04,wallet,51,174.3,0.173,0,64,0.214,0,0,insufficient_funds
TXN105099,1670.36,upi,51,193.2,0.261,1,410,0.12,22,0,insufficient_funds
TXN105100,1029.89,wallet,5,381.2,0.106,0,98,0.156,7,0,network_error
TXN105101,892.79,wallet,91,310.7,0.347,1,41,0.449,10,1,bank_timeout
TXN105102,6103.08,upi,96,280.4,0.159,0,30,0.538,8,0,bank_timeout
TXN105103,925.17,upi,96,500.7,0.08,0,373,0.416,13,0,network_error
TXN105104,3963.13,netbanking,51,197.1,0.05,1,2,0.163,22,0,insufficient_funds
TXN105105,2070.95,netbanking,61,149.0,0.122,1,542,0.293,0,0,insufficient_funds
TXN105106,8717.65,upi,59,182.3,0.699,0,840,0.672,15,0,fraud_false_positive
TXN105107,6968.51,credit_card,51,188.5,0.153,2,613,0.113,11,1,insufficient_funds
TXN105108,4483.9,netbanking,51,106.8,0.309,0,237,0.09,23,0,insufficient_funds
TXN105109,1261.7,credit_card,91,341.2,0.385,0,231,0.378,21,1,bank_timeout
TXN105110,702.66,credit_card,96,919.5,0.371,0,1082,0.736,3,0,network_error
TXN105111,2717.54,debit_card,59,182.2,0.626,0,2745,0.676,1,1,fraud_false_positive
TXN105112,2202.76,credit_card,59,217.5,0.625,0,788,0.717,19,1,fraud_false_positive
TXN105113,1217.49,debit_card,63,237.4,0.986,0,1190,0.669,1,0,fraud_false_positive
TXN105114,4304.82,debit_card,51,130.3,0.132,0,121,0.213,2,0,insufficient_funds
TXN105115,914.83,credit_card,96,161.5,0.187,0,184,0.508,2,0,bank_timeout
TXN105116,2810.83,credit_card,68,467.3,0.198,2,68,0.339,21,1,bank_timeout
TXN105117,1620.09,upi,51,252.5,0.075,1,235,0.58,18,0,insufficient_funds
TXN105118,6051.84,credit_card,51,209.9,0.145,1,10,0.412,21,0,insufficient_funds
TXN105119,860.43,credit_card,61,171.1,0.211,1,516,0.256,15,0,insufficient_funds
TXN105120,16176.18,debit_card,5,188.6,0.789,0,1047,0.561,15,0,fraud_false_positive
TXN105121,2923.36,debit_card,96,325.3,0.291,1,42,0.378,6,0,network_error
TXN105122,3645.52,debit_card,51,198.0,0.267,0,73,0.404,22,0,insufficient_funds
TXN105123,4324.31,wallet,61,144.0,0.248,2,562,0.238,9,0,insufficient_funds
TXN105124,1462.13,upi,51,227.4,0.051,2,180,0.553,4,1,insufficient_funds
TXN105125,936.17,credit_card,68,324.8,0.033,1,200,0.595,6,0,bank_timeout
TXN105126,2633.65,credit_card,61,236.0,0.389,2,77,0.216,21,0,insufficient_funds
TXN105127,2090.24,upi,91,323.7,0.093,0,359,0.372,20,1,bank_timeout
TXN105128,4391.23,credit_card,51,247.4,0.122,0,479,0.088,14,1,insufficient_funds
TXN105129,2843.46,debit_card,59,201.0,0.68,0,232,0.802,0,0,fraud_false_positive
TXN105130,610.18,netbanking,91,459.2,0.328,0,47,0.559,2,0,bank_timeout
TXN105131,330.3,debit_card,91,460.6,0.053,0,241,0.666,12,0,bank_timeout
TXN105132,3574.98,credit_card,51,214.8,0.124,3,29,0.197,1,0,insufficient_funds
TXN105133,13615.24,debit_card,51,220.5,0.386,1,984,0.282,4,1,insufficient_funds
TXN105134,2047.62,debit_card,61,80.4,0.591,3,1261,0.247,13,1,insufficient_funds
TXN105135,2118.4,debit_card,96,510.0,0.041,0,518,0.335,23,1,network_error
TXN105136,1739.34,debit_card,91,353.2,0.15,0,457,0.72,18,0,bank_timeout
TXN105137,629.3,upi,5,599.0,0.018,0,511,0.829,10,1,network_error
TXN105138,6630.52,upi,51,110.5,0.198,0,209,0.359,4,0,insufficient_funds
TXN105139,9287.17,wallet,59,233.8,0.712,1,2022,0.897,15,0,fraud_false_positive
TXN105140,2102.1,credit_card,63,237.0,0.803,2,3756,0.645,11,1,fraud_false_positive
TXN105141,9776.86,credit_card,61,223.4,0.355,1,22,0.073,0,0,insufficient_funds
TXN105142,13019.29,credit_card,63,252.7,0.491,0,197,0.832,5,0,fraud_false_positive
TXN105143,6039.38,credit_card,21,576.2,0.154,0,827,0.342,10,1,network_error
TXN105144,1913.67,upi,61,137.9,0.092,0,228,0.352,7,1,insufficient_funds
TXN105145,6405.75,debit_card,51,127.3,0.032,3,444,0.109,7,0,insufficient_funds
TXN105146,441.24,upi,5,430.4,0.279,0,36,0.565,9,0,network_error
TXN105147,3519.19,upi,5,136.0,0.89,0,80,0.51,11,0,fraud_false_positive
TXN105148,2459.63,debit_card,61,159.0,0.457,1,107,0.315,7,1,insufficient_funds
TXN105149,2002.19,credit_card,96,423.6,0.315,2,282,0.387,12,0,bank_timeout
TXN105150,5395.75,debit_card,51,207.4,0.178,2,1009,0.384,16,1,insufficient_funds
TXN105151,984.94,credit_card,51,140.2,0.146,2,35,0.22,0,1,insufficient_funds
TXN105152,3275.99,debit_card,59,235.1,0.771,0,502,0.878,1,1,fraud_false_positive
TXN105153,2153.99,netbanking,21,546.0,0.187,1,263,0.618,11,1,network_error
TXN105154,2397.3,netbanking,61,212.6,0.295,0,352,0.119,3,0,insufficient_funds
TXN105155,788.65,upi,59,221.1,0.66,0,2381,0.787,6,1,fraud_false_positive
TXN105156,3246.99,netbanking,51,197.5,0.232,0,158,0.254,10,0,insufficient_funds
TXN105157,1789.33,credit_card,91,275.0,0.155,2,979,0.454,8,0,bank_timeout
TXN105158,658.28,wallet,91,433.3,0.272,0,248,0.713,1,0,bank_timeout
TXN105159,1206.82,upi,65,245.2,0.151,1,635,0.344,22,1,insufficient_funds
TXN105160,1753.27,debit_card,5,701.3,0.258,1,457,0.57,13,0,network_error
TXN105161,4296.26,upi,5,200.0,0.606,0,1193,0.416,23,1,fraud_false_positive
TXN105162,3447.79,debit_card,51,203.5,0.026,1,27,0.195,23,0,insufficient_funds
TXN105163,4841.03,wallet,59,232.1,0.893,0,637,0.451,0,0,fraud_false_positive
TXN105164,2023.95,credit_card,5,405.9,0.219,1,231,0.265,12,1,network_error
TXN105165,3666.25,debit_card,61,189.2,0.333,4,508,0.326,8,1,insufficient_funds
TXN105166,2468.36,netbanking,51,159.9,0.059,1,1003,0.176,0,0,insufficient_funds
TXN105167,11893.25,upi,63,321.9,0.593,1,965,0.444,8,0,fraud_false_positive
TXN105168,8496.94,netbanking,63,361.6,0.578,0,578,0.917,4,1,fraud_false_positive
TXN105169,4138.17,credit_card,51,106.8,0.089,4,617,0.249,12,1,insufficient_funds
TXN105170,804.7,upi,96,398.3,0.11,1,1308,0.338,6,0,network_error
TXN105171,4577.05,debit_card,61,240.6,0.106,0,760,0.219,6,0,insufficient_funds
TXN105172,978.7,debit_card,91,376.5,0.105,2,107,0.136,15,0,bank_timeout
TXN105173,4750.96,netbanking,51,127.9,0.134,5,383,0.358,2,0,insufficient_funds
TXN105174,3157.42,wallet,96,404.8,0.072,0,563,0.341,15,0,network_error
TXN105175,1571.92,upi,51,218.7,0.128,1,72,0.362,13,1,insufficient_funds
TXN105176,1069.09,debit_card,21,705.7,0.246,0,351,0.48,17,1,network_error
TXN105177,5242.45,upi,61,236.2,0.19,1,314,0.546,12,0,insufficient_funds
TXN105178,2470.22,netbanking,91,274.3,0.305,2,275,0.556,18,0,bank_timeout
TXN105179,485.61,upi,21,455.5,0.33,0,63,0.288,4,0,network_error
TXN105180,4809.01,upi,59,109.6,0.927,0,40,0.459,3,1,fraud_false_positive
TXN105181,1257.66,upi,21,674.2,0.083,0,1387,0.342,20,0,network_error
TXN105182,8563.22,upi,51,200.8,0.546,0,3,0.323,9,1,insufficient_funds
TXN105183,2966.48,upi,51,180.5,0.019,1,102,0.138,6,0,insufficient_funds
TXN105184,2206.26,debit_card,51,211.7,0.297,1,1046,0.213,15,0,insufficient_funds
TXN105185,821.16,wallet,21,420.7,0.198,1,205,0.479,18,0,network_error
TXN105186,471.63,upi,96,321.1,0.157,0,72,0.771,10,0,bank_timeout
TXN105187,1773.0,debit_card,21,602.5,0.368,0,1072,0.409,0,1,network_error
TXN105188,3564.2,credit_card,51,229.5,0.058,3,3,0.278,11,0,insufficient_funds
TXN105189,1890.93,credit_card,96,445.2,0.119,2,21,0.691,1,0,network_error
TXN105190,1157.99,credit_card,96,581.1,0.186,2,505,0.36,2,0,bank_timeout
TXN105191,7910.26,upi,65,193.1,0.151,4,573,0.042,22,0,insufficient_funds
TXN105192,1062.35,netbanking,21,482.6,0.109,0,1154,0.691,18,1,network_error
TXN105193,2450.03,netbanking,68,332.9,0.368,0,1055,0.407,19,1,bank_timeout
TXN105194,4134.53,credit_card,61,152.9,0.075,1,340,0.123,16,0,insufficient_funds
TXN105195,2425.56,netbanking,96,553.0,0.195,1,519,0.699,15,0,network_error
TXN105196,1016.38,debit_card,91,299.3,0.043,0,200,0.517,8,0,bank_timeout
TXN105197,5625.71,netbanking,51,237.5,0.249,0,148,0.028,18,0,insufficient_funds
TXN105198,740.99,debit_card,68,385.6,0.066,1,516,0.732,1,0,bank_timeout
TXN105199,1320.1,credit_card,51,186.5,0.157,3,31,0.305,9,1,insufficient_funds
TXN105200,1043.01,upi,96,383.1,0.279,0,1389,0.716,5,0,network_error
TXN105201,2143.03,upi,96,657.1,0.599,0,113,0.396,3,0,network_error
TXN105202,6796.92,credit_card,51,248.8,0.215,2,4,0.535,20,1,insufficient_funds
TXN105203,1767.55,wallet,59,206.3,0.874,0,148,0.869,3,1,fraud_false_positive
TXN105204,3270.41,upi,59,206.4,0.649,0,720,0.309,22,0,fraud_false_positive
TXN105205,809.95,credit_card,51,185.3,0.488,1,14,0.212,2,0,insufficient_funds
TXN105206,3722.56,credit_card,59,233.6,0.48,0,325,0.625,17,0,fraud_false_positive
TXN105207,1385.26,credit_card,96,458.3,0.103,1,68,0.293,7,1,network_error
TXN105208,4586.62,upi,59,208.3,0.768,0,71,0.457,0,1,fraud_false_positive
TXN105209,3184.77,debit_card,91,381.8,0.167,2,1382,0.612,23,0,bank_timeout
TXN105210,1140.09,credit_card,68,288.8,0.143,0,72,0.571,11,1,bank_timeout
TXN105211,2599.93,upi,68,438.4,0.216,2,33,0.464,16,1,bank_timeout
TXN105212,6166.02,credit_card,61,188.4,0.344,3,104,0.388,10,1,insufficient_funds
TXN105213,10766.17,credit_card,59,182.7,0.602,0,1165,0.625,3,0,fraud_false_positive
TXN105214,1084.82,debit_card,61,216.6,0.227,1,101,0.353,9,0,insufficient_funds
TXN105215,4569.73,debit_card,63,216.5,0.733,0,399,0.648,17,0,fraud_false_positive
TXN105216,2370.14,upi,91,325.3,0.023,1,276,0.8,15,1,bank_timeout
TXN105217,1227.68,upi,21,529.2,0.088,1,758,0.52,1,0,network_error
TXN105218,4880.66,credit_card,51,189.7,0.138,0,67,0.066,9,0,insufficient_funds
TXN105219,980.28,credit_card,68,406.0,0.268,1,352,0.629,11,0,bank_timeout
TXN105220,2105.8,credit_card,51,122.5,0.248,1,57,0.123,16,1,insufficient_funds
TXN105221,2478.75,debit_card,51,221.0,0.166,0,191,0.256,5,1,insufficient_funds
TXN105222,218.65,debit_card,5,538.7,0.35,0,44,0.634,17,1,network_error
TXN105223,8971.54,credit_card,59,154.4,0.75,0,4,0.433,6,0,fraud_false_positive
TXN105224,1449.03,upi,51,183.7,0.021,2,132,0.096,0,0,insufficient_funds
TXN105225,1698.37,credit_card,51,112.4,0.116,1,430,0.252,13,0,insufficient_funds
TXN105226,1572.7,debit_card,96,294.6,0.048,0,812,0.404,21,0,bank_timeout
TXN105227,8308.47,netbanking,59,203.3,0.667,2,1886,0.605,15,0,fraud_false_positive
TXN105228,3620.36,upi,51,125.6,0.343,0,27,0.113,15,1,insufficient_funds
TXN105229,4545.35,netbanking,63,124.1,0.593,0,240,0.545,19,0,fraud_false_positive
TXN105230,852.36,debit_card,91,394.7,0.252,0,649,0.484,8,0,bank_timeout
TXN105231,2873.98,credit_card,96,425.9,0.114,1,103,0.282,17,1,network_error
TXN105232,1573.96,wallet,51,216.3,0.01,0,592,0.147,17,1,insufficient_funds
TXN105233,1196.01,credit_card,96,211.9,0.512,0,68,0.143,20,0,bank_timeout
TXN105234,164.33,wallet,96,487.9,0.082,0,60,0.555,1,0,bank_timeout
TXN105235,1283.69,debit_card,5,258.5,0.181,0,102,0.421,20,1,network_error
TXN105236,689.37,debit_card,96,626.4,0.199,0,517,0.311,18,0,network_error
TXN105237,581.03,credit_card,96,281.7,0.162,1,237,0.622,8,0,bank_timeout
TXN105238,2894.81,netbanking,21,424.5,0.2,0,582,0.62,7,1,network_error
TXN105239,2785.26,netbanking,96,538.6,0.193,0,172,0.585,6,0,bank_timeout
TXN105240,2153.29,credit_card,61,177.0,0.304,2,608,0.494,4,1,insufficient_funds
TXN105241,1358.31,upi,91,403.9,0.046,0,289,0.134,17,0,bank_timeout
TXN105242,3890.2,debit_card,51,129.1,0.197,0,236,0.073,14,0,insufficient_funds
TXN105243,5906.92,netbanking,59,204.9,0.711,0,2452,0.652,1,1,fraud_false_positive
TXN105244,8722.6,credit_card,59,276.2,0.767,0,85,0.576,0,0,fraud_false_positive
TXN105245,645.7,netbanking,68,236.5,0.081,0,588,0.631,3,0,bank_timeout
TXN105246,3009.02,debit_card,51,194.2,0.073,2,130,0.158,2,0,insufficient_funds
TXN105247,4918.01,upi,51,182.9,0.377,0,123,0.233,12,0,insufficient_funds
TXN105248,8680.64,upi,63,193.0,0.876,0,260,0.499,19,1,fraud_false_positive
TXN105249,742.38,credit_card,21,564.6,0.226,1,292,0.644,21,0,network_error
TXN105250,569.69,credit_card,68,335.2,0.324,0,2169,0.716,20,0,bank_timeout
TXN105251,3716.92,upi,5,235.5,0.685,0,521,0.493,12,0,fraud_false_positive
TXN105252,2806.6,debit_card,21,474.1,0.392,1,93,0.363,7,1,network_error
TXN105253,3620.25,credit_card,21,547.8,0.085,1,185,0.375,9,1,network_error
TXN105254,3377.48,credit_card,68,372.1,0.27,1,319,0.636,16,0,bank_timeout
TXN105255,3193.4,upi,61,148.9,0.087,2,466,0.236,15,0,insufficient_funds
TXN105256,2389.12,credit_card,96,390.5,0.277,0,762,0.174,2,0,network_error
TXN105257,1791.29,credit_card,5,253.6,0.165,0,8,0.702,11,0,network_error
TXN105258,4764.63,debit_card,51,197.7,0.109,2,467,0.403,17,0,insufficient_funds
TXN105259,9402.46,credit_card,59,33.5,0.879,0,712,0.8,20,0,fraud_false_positive
TXN105260,2453.99,upi,21,549.7,0.205,1,9,0.43,13,0,network_error
TXN105261,271.27,upi,96,677.4,0.057,2,277,0.386,23,1,network_error
TXN105262,9653.81,credit_card,65,222.8,0.071,4,219,0.038,15,0,insufficient_funds
TXN105263,819.16,debit_card,51,104.9,0.08,1,215,0.161,15,0,insufficient_funds
TXN105264,2528.99,credit_card,21,575.9,0.292,0,823,0.175,20,1,network_error
TXN105265,873.08,credit_card,96,624.0,0.24,1,291,0.391,8,0,network_error
TXN105266,3584.34,credit_card,51,109.4,0.075,1,69,0.243,11,1,insufficient_funds
TXN105267,2236.26,debit_card,59,182.2,0.847,1,973,0.886,0,1,fraud_false_positive
TXN105268,3689.5,upi,51,114.8,0.26,2,518,0.015,15,1,insufficient_funds
TXN105269,4231.32,netbanking,96,422.1,0.326,2,356,0.345,6,0,bank_timeout
TXN105270,2162.29,credit_card,51,139.1,0.107,1,147,0.223,4,1,insufficient_funds
TXN105271,11712.58,debit_card,59,177.4,0.838,0,68,0.56,0,0,fraud_false_positive
TXN105272,2365.01,debit_card,65,158.3,0.281,0,188,0.167,8,0,insufficient_funds
TXN105273,6468.51,wallet,51,169.4,0.23,4,62,0.348,20,1,insufficient_funds
TXN105274,2174.38,debit_card,51,90.2,0.357,1,815,0.27,23,0,insufficient_funds
TXN105275,2795.42,debit_card,59,299.2,0.858,1,390,0.955,16,0,fraud_false_positive
TXN105276,642.4,credit_card,51,191.2,0.174,1,822,0.082,3,0,insufficient_funds
TXN105277,1278.09,debit_card,5,565.7,0.183,1,1333,0.741,17,0,network_error
TXN105278,5476.73,netbanking,5,471.9,0.726,0,843,0.547,21,0,network_error
TXN105279,2197.91,wallet,51,171.9,0.056,1,630,0.491,13,0,insufficient_funds
TXN105280,1209.31,debit_card,68,398.4,0.223,1,498,0.519,21,1,bank_timeout
TXN105281,2252.8,credit_card,68,395.9,0.243,0,379,0.373,19,1,bank_timeout
TXN105282,668.29,debit_card,96,823.2,0.264,0,126,0.423,12,0,network_error
TXN105283,4166.38,debit_card,51,256.4,0.072,2,52,0.142,10,0,insufficient_funds
TXN105284,12172.88,netbanking,63,143.7,0.836,0,266,0.61,6,0,fraud_false_positive
TXN105285,1705.18,credit_card,59,229.1,0.743,0,104,0.707,13,0,fraud_false_positive
TXN105286,1949.74,debit_card,21,577.9,0.18,0,1456,0.491,13,1,network_error
TXN105287,1085.29,debit_card,51,142.9,0.177,2,51,0.132,19,0,insufficient_funds
TXN105288,3739.99,credit_card,5,511.7,0.122,0,89,0.206,0,1,network_error
TXN105289,1203.59,debit_card,96,753.4,0.046,1,985,0.447,21,0,network_error
TXN105290,4971.77,upi,68,319.1,0.277,1,81,0.666,9,0,bank_timeout
TXN105291,404.88,debit_card,65,209.9,0.024,1,86,0.293,11,1,insufficient_funds
TXN105292,1640.17,debit_card,51,217.2,0.045,0,38,0.18,7,0,insufficient_funds
TXN105293,1901.77,debit_card,91,348.2,0.332,3,443,0.394,11,0,bank_timeout
TXN105294,3259.09,debit_card,51,184.2,0.341,1,14,0.003,11,0,insufficient_funds
TXN105295,2093.89,credit_card,65,147.6,0.194,1,74,0.441,14,0,insufficient_funds
TXN105296,6181.11,credit_card,65,193.1,0.199,1,153,0.235,22,1,insufficient_funds
TXN105297,319.73,upi,51,147.6,0.187,1,351,0.234,15,0,insufficient_funds
TXN105298,1487.22,netbanking,51,259.9,0.228,1,84,0.111,6,0,insufficient_funds
TXN105299,916.24,credit_card,51,206.4,0.412,2,838,0.483,23,0,insufficient_funds
TXN105300,1055.12,upi,91,429.6,0.287,1,748,0.328,19,0,bank_timeout
TXN105301,7101.05,debit_card,91,286.4,0.103,1,102,0.651,16,0,bank_timeout
TXN105302,1177.82,credit_card,96,349.3,0.343,0,87,0.428,22,1,network_error
TXN105303,1034.04,debit_card,5,466.4,0.032,0,32,0.647,7,1,network_error
TXN105304,6690.83,upi,51,241.4,0.357,1,176,0.474,16,0,insufficient_funds
TXN105305,996.04,debit_card,91,339.7,0.187,0,211,0.566,23,0,bank_timeout
TXN105306,2625.6,wallet,61,165.9,0.214,1,510,0.083,23,1,insufficient_funds
TXN105307,1857.32,wallet,96,318.7,0.059,0,766,0.493,19,0,bank_timeout
TXN105308,5337.64,credit_card,59,187.4,0.782,0,1944,0.553,18,1,fraud_false_positive
TXN105309,888.08,credit_card,21,413.5,0.048,1,332,0.482,11,1,network_error
TXN105310,12284.53,netbanking,5,269.2,0.623,1,606,0.858,19,0,fraud_false_positive
TXN105311,3689.45,upi,96,327.3,0.35,3,540,0.132,9,0,bank_timeout
TXN105312,3667.97,debit_card,51,171.9,0.315,0,30,0.583,9,1,insufficient_funds
TXN105313,3542.47,wallet,91,329.2,0.123,2,373,0.457,10,0,bank_timeout
TXN105314,2110.0,upi,5,174.7,0.747,0,951,0.759,13,0,fraud_false_positive
TXN105315,3067.11,debit_card,51,207.7,0.145,1,29,0.282,9,1,insufficient_funds
TXN105316,6159.41,debit_card,96,344.5,0.193,2,799,0.489,5,0,network_error
TXN105317,979.77,netbanking,51,122.6,0.178,2,123,0.406,23,0,insufficient_funds
TXN105318,1905.98,debit_card,51,191.7,0.271,1,402,0.164,6,0,insufficient_funds
TXN105319,1904.05,debit_card,59,214.8,0.728,0,1446,0.804,18,0,fraud_false_positive
TXN105320,6472.32,upi,63,161.9,0.809,1,105,0.55,1,0,fraud_false_positive
TXN105321,167.08,credit_card,96,429.1,0.292,1,324,0.473,20,0,bank_timeout
TXN105322,2029.05,debit_card,91,134.8,0.143,1,247,0.35,19,1,bank_timeout
TXN105323,1686.62,debit_card,5,235.1,0.84,2,1177,0.536,22,0,fraud_false_positive
TXN105324,2517.5,credit_card,65,178.0,0.372,1,155,0.416,20,0,insufficient_funds
TXN105325,5792.57,credit_card,51,129.3,0.143,1,446,0.338,13,0,insufficient_funds
TXN105326,845.22,netbanking,96,539.3,0.273,0,856,0.486,2,0,network_error
TXN105327,554.47,credit_card,96,243.6,0.343,1,484,0.492,20,0,bank_timeout
TXN105328,3076.06,upi,96,466.0,0.106,0,259,0.637,19,0,network_error
TXN105329,1407.59,netbanking,96,502.3,0.313,0,308,0.266,13,0,network_error
TXN105330,2034.69,netbanking,51,130.8,0.343,2,121,0.544,4,1,insufficient_funds
TXN105331,94.71,netbanking,96,257.9,0.088,1,28,0.589,7,1,bank_timeout
TXN105332,5138.18,credit_card,96,379.1,0.262,1,1213,0.496,15,0,network_error
TXN105333,377.27,upi,59,309.5,0.534,0,323,0.842,2,1,fraud_false_positive
TXN105334,1240.96,netbanking,96,493.9,0.077,0,78,0.488,20,0,bank_timeout
TXN105335,2679.68,credit_card,68,326.2,0.118,0,1645,0.44,6,0,bank_timeout
TXN105336,3187.29,credit_card,61,172.7,0.082,3,77,0.023,20,0,insufficient_funds
TXN105337,10631.99,credit_card,51,207.2,0.031,1,75,0.321,1,0,insufficient_funds
TXN105338,5137.89,debit_card,65,122.7,0.334,0,226,0.106,14,0,insufficient_funds
TXN105339,2938.98,credit_card,59,313.0,0.648,0,996,0.538,5,1,fraud_false_positive
TXN105340,796.94,upi,96,626.7,0.327,0,137,0.525,15,0,network_error
TXN105341,1826.06,debit_card,5,433.8,0.435,0,866,0.306,12,1,network_error
TXN105342,1804.97,credit_card,51,139.3,0.006,1,306,0.679,23,0,insufficient_funds
TXN105343,917.01,wallet,63,228.0,0.688,0,3732,0.787,13,1,fraud_false_positive
TXN105344,4353.12,debit_card,5,454.9,0.161,1,99,0.264,4,1,network_error
TXN105345,1040.91,credit_card,65,207.8,0.396,1,208,0.081,16,1,insufficient_funds
